-7.718266666666667719e-02,6.310943333333333127e-01,9.333099999999999730e-02
-8.490266666666665407e-02,6.310833333333333295e-01,9.914500000000001090e-02
-6.137133333333333329e-02,6.286793333333333678e-01,1.056683333333333225e-01
-7.488799999999999624e-02,6.283640000000000336e-01,1.188919999999999838e-01
-5.141433333333334660e-02,6.255253333333333776e-01,9.342500000000000804e-02
-5.930333333333333290e-02,6.246073333333334032e-01,1.241143333333333404e-01
-9.786066666666667913e-02,6.234896666666666087e-01,9.505733333333332702e-02
-5.323100000000000054e-02,6.223473333333333635e-01,6.830133333333335277e-02
-8.124900000000000178e-02,6.194570000000000354e-01,7.715899999999999148e-02
-7.842866666666666042e-02,6.190823333333334011e-01,1.322656666666666425e-01
-3.552266666666666767e-02,6.178556666666666919e-01,9.914133333333334519e-02
-1.026713333333333505e-01,6.175993333333332780e-01,1.054179999999999978e-01
-9.325400000000000356e-02,6.159113333333333662e-01,1.228793333333333404e-01
-1.027399999999999980e-01,6.143826666666666325e-01,8.970466666666666866e-02
-6.725433333333333263e-02,6.138639999999999652e-01,6.437266666666667525e-02
-3.815066666666666606e-02,6.125646666666666462e-01,5.481566666666667226e-02
-5.020133333333334086e-02,6.123793333333332756e-01,1.432999999999999829e-01
-2.390433333333332952e-02,6.117723333333333624e-01,8.259433333333335292e-02
-3.177566666666666734e-02,6.097249999999999615e-01,1.202293333333333269e-01
-2.471566666666666703e-02,6.096593333333334419e-01,6.339233333333334219e-02
-6.953800000000000259e-02,6.074823333333333464e-01,1.528276666666666672e-01
-3.920433333333333409e-02,6.067116666666666491e-01,1.399826666666666442e-01
-1.018826666666666769e-01,6.066453333333332587e-01,7.943833333333334690e-02
-9.398866666666666481e-02,6.056709999999999594e-01,6.908900000000001151e-02
-5.689533333333333248e-02,6.045359999999999623e-01,1.586396666666666788e-01
-1.804700000000000054e-02,6.021119999999999806e-01,1.306169999999999831e-01
-1.090026666666666783e-01,6.015949999999999909e-01,1.075306666666666772e-01
-7.611333333333334533e-03,6.008656666666666313e-01,1.278129999999999822e-01
-3.692399999999999849e-02,6.000100000000000433e-01,4.408333333333333548e-02
-1.088446666666666590e-01,5.997200000000000308e-01,9.893233333333334434e-02
-1.535666666666666604e-02,5.996643333333332437e-01,1.859443333333333503e-01
-2.426666666666665948e-03,5.993650000000000366e-01,1.781363333333333410e-01
1.209166666666666723e-02,5.985453333333333736e-01,1.552350000000000119e-01
-6.813866666666665295e-02,5.983930000000000637e-01,5.131366666666666715e-02
8.266666666666666954e-03,5.982150000000000523e-01,1.394230000000000191e-01
-8.812033333333332830e-02,5.977179999999999715e-01,1.447203333333333397e-01
-5.074333333333332779e-02,5.975173333333333447e-01,1.716443333333333432e-01
-1.000633333333333409e-02,5.972576666666666867e-01,2.008366666666666633e-01
-6.943666666666666563e-03,5.967813333333332748e-01,9.028799999999999326e-02
-3.054033333333333253e-02,5.966946666666665955e-01,1.838459999999999817e-01
-3.647299999999999154e-02,5.963680000000000092e-01,1.733710000000000251e-01
-4.236999999999999447e-03,5.961053333333333759e-01,1.660113333333333163e-01
-2.925999999999999348e-03,5.956463333333333887e-01,1.081233333333333213e-01
-3.113133333333333724e-02,5.951003333333333423e-01,1.523663333333332981e-01
-1.800100000000000311e-02,5.944026666666666348e-01,1.483206666666666562e-01
-5.288866666666666716e-02,5.943216666666666370e-01,4.450999999999999401e-02
3.099399999999999725e-02,5.939800000000000635e-01,1.625900000000000123e-01
1.942366666666666547e-02,5.939120000000001065e-01,1.872729999999999950e-01
-7.419233333333333236e-02,5.933500000000000441e-01,1.620366666666666899e-01
1.295200000000000171e-02,5.929956666666665877e-01,1.197333333333333444e-01
-4.248499999999999499e-02,5.924166666666667025e-01,1.926899999999999724e-01
-2.875533333333333760e-02,5.920796666666666708e-01,1.653403333333333391e-01
-1.255066666666666483e-02,5.920256666666666723e-01,5.826433333333334158e-02
-1.562500000000000000e-02,5.913819999999999633e-01,1.612946666666666418e-01
-5.571000000000000257e-02,5.911620000000000763e-01,1.831213333333333027e-01
6.359333333333333158e-03,5.891543333333334465e-01,2.068573333333333375e-01
-9.483066666666664646e-02,5.887879999999999781e-01,5.632033333333334030e-02
-2.148899999999999769e-02,5.877130000000000409e-01,4.708333333333333121e-02
4.632366666666667965e-02,5.875236666666666663e-01,1.539483333333333259e-01
-1.106810000000000016e-01,5.874249999999999750e-01,7.977200000000000957e-02
2.285933333333333567e-02,5.861080000000000734e-01,2.011016666666666786e-01
3.651566666666666156e-02,5.860870000000000246e-01,1.825030000000000263e-01
-1.352333333333333425e-03,5.852083333333333304e-01,7.348433333333333206e-02
-1.119926666666666848e-01,5.851956666666666695e-01,9.576866666666665473e-02
-1.033183333333333315e-01,5.850030000000000507e-01,1.239186666666666492e-01
-1.710666666666666585e-02,5.841453333333332942e-01,2.134390000000000454e-01
-6.651633333333333009e-02,5.840483333333333915e-01,1.793256666666666610e-01
4.828866666666666030e-02,5.838619999999999921e-01,1.317679999999999962e-01
-5.295300000000000701e-02,5.831180000000000252e-01,3.238899999999999418e-02
-9.185333333333332850e-02,5.828140000000000542e-01,1.436469999999999969e-01
-7.985499999999998155e-02,5.823286666666667166e-01,5.026166666666666977e-02
2.893766666666666709e-02,5.815126666666666777e-01,1.101073333333333210e-01
-4.242233333333332579e-02,5.809210000000000207e-01,2.055943333333333234e-01
-8.775933333333332809e-02,5.795640000000000791e-01,4.925100000000001005e-02
-3.527766666666666551e-02,5.793496666666667627e-01,2.294933333333333894e-02
6.725433333333333263e-02,5.791553333333333553e-01,1.615543333333333276e-01
4.511966666666666209e-02,5.785049999999999359e-01,1.149716666666666526e-01
6.049366666666666781e-02,5.775426666666666486e-01,1.861890000000000212e-01
7.590266666666665996e-02,5.770673333333333765e-01,1.738820000000000088e-01
8.329166666666668051e-02,5.769513333333333716e-01,1.508603333333333463e-01
-2.961533333333333726e-02,5.767259999999999609e-01,2.147990000000000177e-01
7.929966666666668496e-02,5.761299999999999200e-01,1.360953333333333182e-01
6.522733333333333161e-02,5.746723333333333406e-01,1.246089999999999975e-01
8.479133333333334355e-02,5.746669999999999279e-01,2.583373333333333077e-01
8.099666666666666473e-03,5.743443333333333456e-01,2.226736666666666586e-01
-1.045146666666666724e-01,5.743366666666666065e-01,5.458333333333334481e-02
-1.762533333333333660e-02,5.739763333333333106e-01,3.234833333333333311e-02
-1.293333333333333487e-02,5.739730000000000665e-01,4.375966666666666893e-02
9.649466666666665915e-02,5.734896666666665643e-01,2.470630000000000048e-01
6.511800000000000921e-02,5.732376666666666454e-01,1.997613333333333741e-01
9.326033333333333397e-02,5.731396666666666029e-01,1.222109999999999863e-01
-1.124709999999999877e-01,5.719993333333333041e-01,6.768566666666665788e-02
3.552166666666666667e-02,5.718476666666666430e-01,2.129659999999999886e-01
-6.358333333333333892e-03,5.715706666666666713e-01,2.268596666666667094e-01
2.800666666666666148e-03,5.715366666666666928e-01,6.218566666666665993e-02
-6.708600000000000674e-02,5.714716666666667111e-01,2.341466666666666696e-02
-7.309699999999999531e-02,5.706723333333333370e-01,1.885056666666666825e-01
1.011559999999999959e-01,5.705246666666666799e-01,1.488833333333333120e-01
4.988033333333333208e-02,5.700563333333333871e-01,2.133519999999999861e-01
9.592666666666667397e-02,5.694746666666666846e-01,1.626210000000000155e-01
1.050716666666666466e-01,5.691109999999999225e-01,1.295616666666666583e-01
-2.775000000000000383e-02,5.689106666666666756e-01,1.456466666666666500e-02
7.189133333333332099e-02,5.677650000000000752e-01,1.071406666666666618e-01
8.604666666666666019e-02,5.672703333333334319e-01,1.061526666666666729e-01
2.337433333333333030e-02,5.671300000000000230e-01,2.250920000000000143e-01
7.083866666666667478e-02,5.670163333333333444e-01,2.515400000000000413e-01
-7.873799999999998855e-02,5.666109999999999758e-01,3.448366666666666941e-02
3.428766666666666768e-02,5.661233333333334228e-01,8.676299999999999291e-02
-9.744333333333332625e-02,5.651126666666667075e-01,4.751400000000000068e-02
-1.097373333333333256e-01,5.648100000000000342e-01,1.042963333333333242e-01
5.992666666666666975e-02,5.644456666666667344e-01,9.388866666666666194e-02
4.932066666666666543e-02,5.639006666666667167e-01,2.289960000000000051e-01
-5.745900000000000313e-02,5.638059999999999183e-01,2.140273333333333194e-01
-3.867766666666666575e-02,5.637216666666666764e-01,7.302666666666666508e-03
-1.009766666666666625e-02,5.635373333333333346e-01,2.396366666666667131e-02
6.975966666666666427e-02,5.628953333333334141e-01,9.321666666666666989e-02
-1.009049999999999947e-01,5.627423333333333444e-01,1.238479999999999998e-01
7.737166666666667192e-02,5.626523333333334209e-01,2.024396666666666844e-01
-6.033833333333332716e-02,5.625143333333333384e-01,6.713000000000000217e-03
9.470433333333333481e-02,5.620673333333333632e-01,9.515133333333332388e-02
1.043066666666666795e-02,5.619456666666667877e-01,6.144533333333333097e-02
8.971600000000000408e-02,5.616793333333333083e-01,2.369883333333333286e-01
-8.143833333333333480e-02,5.614063333333333405e-01,1.603469999999999895e-01
-7.115166666666666861e-02,5.614053333333334228e-01,2.052283333333333459e-01
5.449333333333333806e-02,5.611949999999999994e-01,2.511780000000000124e-01
1.076449999999999907e-01,5.601653333333332929e-01,1.136923333333333119e-01
7.673233333333333295e-02,5.600623333333333287e-01,2.637609999999999677e-01
1.050800000000000067e-01,5.597653333333333370e-01,1.610750000000000237e-01
2.391433333333333258e-02,5.597586666666667377e-01,7.223666666666667124e-02
5.451133333333333525e-02,5.597316666666666274e-01,2.595363333333333689e-01
-7.893566666666666787e-02,5.590600000000000014e-01,1.773186666666666800e-01
2.077999999999999986e-02,5.590203333333333413e-01,2.370556666666666923e-01
1.044913333333333250e-01,5.589910000000000156e-01,9.534033333333331861e-02
5.458566666666666428e-02,5.583436666666666826e-01,8.127199999999998314e-02
3.236766666666666264e-02,5.575823333333332910e-01,2.405736666666667134e-01
9.340833333333332933e-02,5.571996666666666487e-01,2.477273333333333549e-01
-2.758933333333333029e-02,5.567779999999999951e-01,2.306983333333333386e-01
5.543733333333333152e-02,5.566763333333334396e-01,2.291153333333333653e-01
-1.072799999999999969e-02,5.564333333333333353e-01,2.357086666666666219e-01
7.990400000000000280e-02,5.558560000000000167e-01,8.012566666666666448e-02
7.230733333333333457e-02,5.555413333333333314e-01,2.390893333333333204e-01
9.069333333333333413e-02,5.555226666666667201e-01,8.304833333333333512e-02
-1.138526666666666715e-01,5.550830000000001041e-01,7.109899999999999554e-02
9.807899999999999952e-02,5.548736666666665984e-01,1.797353333333333580e-01
8.577033333333333731e-02,5.544730000000001047e-01,1.962666666666666726e-01
9.751466666666668004e-02,5.535943333333332994e-01,2.203883333333333527e-01
9.220200000000000617e-02,5.534843333333333559e-01,2.127296666666666503e-01
-3.660966666666667230e-02,5.529926666666665769e-01,7.154333333333333725e-03
1.004803333333333382e-01,5.524463333333333726e-01,8.323733333333332984e-02
6.825066666666666781e-02,5.522466666666666635e-01,2.161496666666666566e-01
-5.109000000000000347e-02,5.521506666666665675e-01,2.258490000000000220e-01
1.149703333333333272e-01,5.516863333333333896e-01,1.150629999999999847e-01
6.308033333333333548e-02,5.515106666666667046e-01,6.617966666666666442e-02
8.618400000000001060e-02,5.514283333333332981e-01,2.236606666666666465e-01
1.135666666666667853e-03,5.510973333333333279e-01,2.434863333333333324e-01
6.279766666666666830e-02,5.509483333333332622e-01,2.653220000000000578e-01
5.064400000000000152e-02,5.506006666666666272e-01,2.371506666666666485e-01
7.856566666666667254e-02,5.505733333333333590e-01,6.570533333333333781e-02
1.177176666666666510e-01,5.503839999999998733e-01,1.362336666666666696e-01
-9.500133333333334040e-02,5.501883333333332793e-01,4.909000000000000863e-02
-1.098073333333333262e-01,5.501230000000000286e-01,9.171300000000001673e-02
-3.402733333333333304e-02,5.493176666666667041e-01,2.333153333333333190e-01
-8.420033333333333536e-02,5.489220000000000210e-01,3.504900000000000376e-02
-2.481333333333333654e-03,5.480059999999999931e-01,3.124633333333333429e-02
-6.682833333333333681e-02,5.475636666666666708e-01,7.154666666666666813e-03
9.398666666666666281e-02,5.471869999999999790e-01,2.381196666666666462e-01
-8.781766666666665500e-02,5.466130000000000155e-01,1.496723333333333239e-01
-9.581933333333332581e-02,5.457600000000000229e-01,1.329016666666666402e-01
2.741266666666666851e-02,5.456896666666667395e-01,2.567293333333333094e-01
